cte	speed	angle	d_error	i_error	p_error	steering_angle	throttle	
-0.4814	51.4894	-5.5759	0.037	112.1698	-0.4814	-0.2378898	0.5621102	
-0.4814	51.4894	-5.5759	0.0	111.6884	-0.4814	-0.0154084000000002	0.7845916	
-0.4462	51.4968	-5.5109	0.0352	111.2422	-0.4462	-0.2332022	0.5667978	
-0.4111	51.5222	0.0511	0.0351	110.8311	-0.4111	-0.2392111	0.5607889	
-0.4111	51.5222	0.0511	0.0	110.42	-0.4111	-0.0282000000000002	0.7718	
-0.378	51.584	-5.5439	0.0331	110.042	-0.378	-0.233042	0.566958	
-0.378	51.584	-5.5439	0.0	109.664	-0.378	-0.0340640000000002	0.765936	
-0.3472	51.6017	-5.3897	0.0308	109.3168	-0.3472	-0.2246768	0.5753232	
-0.3472	51.6017	-5.3897	0.0	108.9696	-0.3472	-0.0395296000000002	0.7604704	
-0.3189	51.6195	-5.1806	0.0283	108.6507	-0.3189	-0.2146707	0.5853293	
-0.3189	51.6195	-5.1806	0.0	108.3318	-0.3189	-0.0445518000000002	0.7554482	
-0.2932	51.6411	-4.9304	0.0257	108.0386	-0.2932	-0.2035986	0.5964014	
-0.2689	51.6743	-0.6775	0.0243	107.7697	-0.2689	-0.1997897	0.6002103	
-0.2689	51.6743	-0.6775	0.0	107.5008	-0.2689	-0.0537208000000002	0.7462792	
-0.2473	51.7387	-4.5584	0.0216	107.2535	-0.2473	-0.1873935	0.6126065	
-0.2473	51.7387	-4.5584	0.0	107.0062	-0.2473	-0.0575462000000002	0.7424538	
-0.2285	51.7744	-4.2485	0.0188	106.7777	-0.2285	-0.1738777	0.6261223	
-0.2285	51.7744	-4.2485	0.0	106.5492	-0.2285	-0.0608492000000002	0.7391508	
-0.2125	51.8114	-3.9106	0.016	106.3367	-0.2125	-0.1598367	0.6401633	
-0.2125	51.8114	-3.9106	0.0	106.1242	-0.2125	-0.0636242000000002	0.7363758	
-0.1992	51.8525	-3.5596	0.0133	105.925	-0.1992	-0.145885	0.654115	
-0.1882	51.9	-1.1543	0.011	105.7368	-0.1882	-0.1340968	0.6659032	
-0.1882	51.9	-1.1543	0.0	105.5486	-0.1882	-0.0679086000000002	0.7320914	
-0.1799	51.9668	-2.9161	0.0083	105.3687	-0.1799	-0.1191887	0.6808113	
-0.1738	52.0225	-1.2614	0.00609999999999999	105.1949	-0.1738	-0.1070349	0.6929651	
-0.1738	52.0225	-1.2614	0.0	105.0211	-0.1738	-0.0702611000000002	0.7297389	
-0.1702	52.0902	-2.2395	0.00360000000000002	104.8509	-0.1702	-0.0924109000000003	0.7075891	
-0.1702	52.0902	-2.2395	0.0	104.6807	-0.1702	-0.0706407000000002	0.7293593	
-0.1691	52.1512	-1.8739	0.00109999999999999	104.5116	-0.1691	-0.0772916000000002	0.7227084	
-0.1691	52.1512	-1.8739	0.0	104.3425	-0.1691	-0.0705225000000002	0.7294775	
-0.1704	52.2148	-1.496	-0.0013	104.1721	-0.1704	-0.0622921000000002	0.7377079	
-0.1704	52.2148	-1.496	0.0	104.0017	-0.1704	-0.0699217000000002	0.7300783	
-0.1739	52.2818	-1.121	-0.0035	103.8278	-0.1739	-0.0480478000000002	0.7519522	
-0.1739	52.2818	-1.121	0.0	103.6539	-0.1739	-0.0688739000000002	0.7311261	
-0.1778	52.3523	-0.7649	-0.00390000000000001	103.4761	-0.1778	-0.0445161000000001	0.7554839	
-0.1653	52.4258	-1.2855	0.0125	103.3108	-0.1653	-0.1452508	0.6547492	
-0.1653	52.4258	-1.2855	0.0	103.1455	-0.1653	-0.0700855000000002	0.7299145	
-0.1298	52.4923	-3.1949	0.0355	103.0157	-0.1298	-0.2900557	0.5099443	
-0.1298	52.4923	-3.1949	0.0	102.8859	-0.1298	-0.0769259000000002	0.7230741	
-0.0901	52.5258	-6.8151	0.0397	102.7958	-0.0901	-0.3229758	0.4770242	
-0.0901	52.5258	-6.8151	0.0	102.7057	-0.0901	-0.0846857000000002	0.7153143	
-0.0551	52.5195	-7.6381	0.035	102.6506	-0.0551	-0.3016306	0.4983694	
-0.0551	52.5195	-7.6381	0.0	102.5955	-0.0551	-0.0915755000000002	0.7084245	
-0.0251	52.5065	-7.1044	0.03	102.5704	-0.0251	-0.2775504	0.5224496	
0.0016	52.5157	-1.8531	0.0267	102.572	0.0016	-0.263092	0.536908	
0.0016	52.5157	-1.8531	0.0	102.5736	0.0016	-0.1028936	0.6971064	
0.0235	52.5606	-6.141	0.0219	102.5971	0.0235	-0.2386971	0.5613029	
0.0235	52.5606	-6.141	0.0	102.6206	0.0235	-0.1073206	0.6926794	
0.0405	52.5763	-5.5311	0.017	102.6611	0.0405	-0.2127611	0.5872389	
0.0405	52.5763	-5.5311	0.0	102.7016	0.0405	-0.1108016	0.6891984	
0.0529	52.5974	-4.8827	0.0124	102.7545	0.0529	-0.1877345	0.6122655	
0.0612	52.6299	-2.3337	0.00829999999999999	102.8157	0.0612	-0.1648557	0.6351443	
0.0649	52.6816	-4.257	0.0037	102.8806	0.0649	-0.1380606	0.6619394	
0.0641	52.7206	-3.6851	-0.000799999999999995	102.9447	0.0641	-0.1109647	0.6890353	
0.0641	52.7206	-3.6851	0.0	103.0088	0.0641	-0.1158288	0.6841712	
0.0592	52.7653	-2.3378	-0.0049	103.068	0.0592	-0.0855080000000002	0.714492	
0.0502	52.8214	-2.4594	-0.009	103.1182	0.0502	-0.0591582000000002	0.7408418	
0.0502	52.8214	-2.4594	0.0	103.1684	0.0502	-0.1132084	0.6867916	
0.0375	52.8787	-1.0426	-0.0127	103.2059	0.0375	-0.0345059000000001	0.7654941	
0.0209	52.9465	-2.3939	-0.0166	103.2268	0.0209	-0.00780680000000017	0.7921932	
0.0009	53.006	-0.4263	-0.02	103.2277	0.0009	0.0165922999999998	0.7834077	
-0.0222	53.0793	0.2412	-0.0231	103.2055	-0.0222	0.0398344999999998	0.7601655	
-0.0479	53.1592	0.8511	-0.0257	103.1576	-0.0479	0.0606223999999998	0.7393776	
-0.0479	53.1592	0.8511	0.0	103.1097	-0.0479	-0.0935297000000002	0.7064703	
-0.0757	53.2365	1.9519	-0.0278	103.034	-0.0757	0.0789059999999999	0.721094	
-0.0757	53.2365	1.9519	0.0	102.9583	-0.0757	-0.0878183000000002	0.7121817	
-0.1015	53.3033	2.409	-0.0258	102.8568	-0.1015	0.0722431999999999	0.7277568	
-0.1015	53.3033	2.409	0.0	102.7553	-0.1015	-0.0824553000000002	0.7175447	
-0.113	53.3656	2.2424	-0.0115	102.6423	-0.113	-0.0110423000000002	0.7889577	
-0.113	53.3656	2.2424	0.0	102.5293	-0.113	-0.0799293000000002	0.7200707	
-0.1149	53.4306	0.1603	-0.0019	102.4144	-0.1149	-0.0680344000000002	0.7319656	
-0.1188	53.5074	-1.5619	-0.0039	102.2956	-0.1188	-0.0551356000000002	0.7448644	
-0.1188	53.5074	-1.5619	0.0	102.1768	-0.1188	-0.0784168000000002	0.7215832	
-0.1248	53.5725	-0.9421	-0.00599999999999999	102.052	-0.1248	-0.0410920000000002	0.758908	
-0.1248	53.5725	-0.9421	0.0	101.9272	-0.1248	-0.0769672000000002	0.7230328	
-0.1329	53.6413	-0.591	-0.0081	101.7943	-0.1329	-0.0266143000000002	0.7733857	
-0.1329	53.6413	-0.591	0.0	101.6614	-0.1329	-0.0750814000000002	0.7249186	
-0.1428	53.7134	-0.229	-0.00990000000000002	101.5186	-0.1428	-0.0135586000000001	0.7864414	
-0.1428	53.7134	-0.229	0.0	101.3758	-0.1428	-0.0728158000000002	0.7271842	
-0.1543	53.789	0.0974	-0.0115	101.2215	-0.1543	-0.00136150000000028	0.7986385	
-0.1679	53.8664	-1.3841	-0.0136	101.0536	-0.1679	0.0141263999999998	0.7858736	
-0.1679	53.8664	-1.3841	0.0	100.8857	-0.1679	-0.0673057000000002	0.7326943	
-0.1828	53.933	0.7895	-0.0149	100.7029	-0.1828	0.0252570999999998	0.7747429	
-0.1828	53.933	0.7895	0.0	100.5201	-0.1828	-0.0639601000000002	0.7360399	
-0.1989	54.0097	1.0678	-0.0161	100.3212	-0.1989	0.0360587999999998	0.7639412	
-0.1989	54.0097	1.0678	0.0	100.1223	-0.1989	-0.0603423000000002	0.7396577	
-0.2159	54.0852	1.3378	-0.017	99.9064000000002	-0.2159	0.0452735999999999	0.7547264	
-0.2159	54.0852	1.3378	0.0	99.6905000000002	-0.2159	-0.0565105000000002	0.7434895	
-0.2337	54.1581	1.5682	-0.0178	99.4568000000002	-0.2337	0.0540831999999997	0.7459168	
-0.2528	54.2282	-0.9764	-0.0191	99.2040000000002	-0.2528	0.065956	0.734044	
-0.2528	54.2282	-0.9764	0.0	98.9512000000002	-0.2528	-0.0483912000000002	0.7516088	
-0.2723	54.2953	2.0852	-0.0195	98.6789000000002	-0.2723	0.0727810999999996	0.7272189	
-0.2723	54.2953	2.0852	0.0	98.4066000000002	-0.2723	-0.0439466000000002	0.7560534	
-0.292	54.3596	2.2559	-0.0197	98.1146000000002	-0.292	0.0784853999999998	0.7215146	
-0.292	54.3596	2.2559	0.0	97.8226000000002	-0.292	-0.0394226000000002	0.7605774	
-0.3117	54.4219	2.3985	-0.0197	97.5109000000002	-0.3117	0.0830290999999998	0.7169709	
-0.332	54.4834	-0.5492	-0.0203	97.1789000000002	-0.332	0.0910211000000001	0.7089789	
-0.332	54.4834	-0.5492	0.0	96.8469000000002	-0.332	-0.0304469000000002	0.7695531	
-0.3502	54.5513	2.7119	-0.0182	96.4967000000002	-0.3502	0.0827432999999998	0.7172567	
-0.3502	54.5513	2.7119	0.0	96.1465000000002	-0.3502	-0.0261065000000002	0.7738935	
-0.3496	54.6101	2.5049	0.000599999999999989	95.7969000000002	-0.3496	-0.0294769000000001	0.7705231	
-0.3496	54.6101	2.5049	0.0	95.4473000000002	-0.3496	-0.0255273000000002	0.7744727	
-0.3281	54.6702	-0.3006	0.0215	95.1192000000002	-0.3281	-0.1584992	0.6415008	
-0.3281	54.6702	-0.3006	0.0	94.7911000000002	-0.3281	-0.0291711000000002	0.7708289	
-0.3052	54.7325	-3.5261	0.0229	94.4859000000002	-0.3052	-0.1708459	0.6291541	
-0.2827	54.7769	-0.2929	0.0225	94.2032000000002	-0.2827	-0.1726632	0.6273368	
-0.2827	54.7769	-0.2929	0.0	93.9205000000002	-0.2827	-0.0373805000000002	0.7626195	
-0.2619	54.8369	-3.8802	0.0208	93.6586000000002	-0.2619	-0.1660786	0.6339214	
-0.2619	54.8369	-3.8802	0.0	93.3967000000002	-0.2619	-0.0410167000000002	0.7589833	
-0.2431	54.8707	-3.7156	0.0188	93.1536000000002	-0.2431	-0.1573336	0.6426664	
-0.2431	54.8707	-3.7156	0.0	92.9105000000002	-0.2431	-0.0442905000000002	0.7557095	
-0.2262	54.9038	-3.497	0.0169	92.6843000000002	-0.2262	-0.1488443	0.6511557	
-0.2262	54.9038	-3.497	0.0	92.4581000000002	-0.2262	-0.0472181000000002	0.7527819	
-0.2114	54.94	-3.2848	0.0148	92.2467000000002	-0.2114	-0.1387667	0.6612333	
-0.1979	54.9826	-0.7441	0.0135	92.0488000000002	-0.1979	-0.1334688	0.6665312	
-0.1979	54.9826	-0.7441	0.0	91.8509000000002	-0.1979	-0.0522709000000002	0.7477291	
-0.1865	55.0437	-2.9004	0.0114	91.6644000000002	-0.1865	-0.1227644	0.6772356	
-0.1865	55.0437	-2.9004	0.0	91.4779000000002	-0.1865	-0.0541779000000002	0.7458221	
-0.1773	55.091	-2.6328	0.00919999999999999	91.3006000000002	-0.1773	-0.1110406	0.6889594	
-0.1773	55.091	-2.6328	0.0	91.1233000000002	-0.1773	-0.0556633000000002	0.7443367	
-0.1701	55.1392	-2.3397	0.00720000000000001	90.9532000000002	-0.1701	-0.1001332	0.6998668	
-0.1701	55.1392	-2.3397	0.0	90.7831000000002	-0.1701	-0.0567631000000002	0.7432369	
-0.1649	55.1903	-2.067	0.00520000000000001	90.6182000000002	-0.1649	-0.0888382000000002	0.7111618	
-0.1616	55.2451	-0.9827	0.0033	90.4566000000002	-0.1616	-0.0779366000000001	0.7220634	
-0.1616	55.2451	-0.9827	0.0	90.2950000000001	-0.1616	-0.0579750000000001	0.742025	
-0.1603	55.3087	-1.5121	0.0013	90.1347000000001	-0.1603	-0.0658747000000001	0.7341253	
-0.1603	55.3087	-1.5121	0.0	89.9744000000001	-0.1603	-0.0579144000000001	0.7420856	
-0.1608	55.3696	-1.2105	-0.0005	89.8136000000001	-0.1608	-0.0546536000000001	0.7453464	
-0.1608	55.3696	-1.2105	0.0	89.6528000000001	-0.1608	-0.0574928000000001	0.7425072	
-0.1631	55.4326	-0.93	-0.0023	89.4897000000001	-0.1631	-0.0430697000000002	0.7569303	
-0.1631	55.4326	-0.93	0.0	89.3266000000001	-0.1631	-0.0567066000000001	0.7432934	
-0.1671	55.4982	-0.6404	-0.004	89.1595000000001	-0.1671	-0.0317395000000001	0.7682605	
-0.1729	55.5662	-0.9813	-0.0058	88.9866000000001	-0.1729	-0.0196066000000001	0.7803934	
-0.1729	55.5662	-0.9813	0.0	88.8137000000001	-0.1729	-0.0542337000000001	0.7457663	
-0.1801	55.6321	-0.0538	-0.00720000000000001	88.6336000000001	-0.1801	-0.00941360000000008	0.7905864	
-0.1801	55.6321	-0.0538	0.0	88.4535000000001	-0.1801	-0.0524335000000001	0.7475665	
-0.1888	55.7047	0.201	-0.00869999999999999	88.2647000000001	-0.1888	0.00169529999999976	0.7983047	
-0.1888	55.7047	0.201	0.0	88.0759000000001	-0.1888	-0.0503159000000001	0.7496841	
-0.1986	55.7802	0.4787	-0.0098	87.8773000000001	-0.1986	0.0106426999999999	0.7893573	
-0.1986	55.7802	0.4787	0.0	87.6787000000001	-0.1986	-0.0479587000000001	0.7520413	
-0.2095	55.8576	0.7024	-0.0109	87.4692000000001	-0.2095	0.0198307999999998	0.7801692	
-0.2095	55.8576	0.7024	0.0	87.2597000000001	-0.2095	-0.0453597000000001	0.7546403	
-0.2212	55.9332	0.9321	-0.0117	87.0385000000001	-0.2212	0.0274015	0.7725985	
-0.2342	56.0067	-0.6977	-0.013	86.8043000000001	-0.2342	0.0380356999999998	0.7619643	
-0.2342	56.0067	-0.6977	0.0	86.5701000000001	-0.2342	-0.0397301000000001	0.7602699	
-0.2478	56.0744	1.3872	-0.0136	86.3223000000001	-0.2478	0.0448376999999999	0.7551623	
-0.2478	56.0744	1.3872	0.0	86.0745000000001	-0.2478	-0.0365145000000002	0.7634855	
-0.2618	56.142	1.5573	-0.014	85.8127000000001	-0.2618	0.0505472999999998	0.7494527	
-0.2618	56.142	1.5573	0.0	85.5509000000002	-0.2618	-0.0331909000000002	0.7668091	
-0.2761	56.2081	1.7	-0.0143	85.2748000000002	-0.2761	0.0557452000000001	0.7442548	
-0.2911	56.2733	-0.3934	-0.015	84.9837000000002	-0.2911	0.0632362999999999	0.7367637	
-0.2911	56.2733	-0.3934	0.0	84.6926000000002	-0.2911	-0.0264726000000002	0.7735274	
-0.305	56.3407	2.0172	-0.0139	84.3876000000001	-0.305	0.0600123999999997	0.7399876	
-0.305	56.3407	2.0172	0.0	84.0826000000001	-0.305	-0.0230826000000001	0.7769174	
-0.3111	56.4025	1.9366	-0.00609999999999999	83.7715000000001	-0.3111	0.0150484999999998	0.7849515	
-0.3111	56.4025	1.9366	0.0	83.4604000000001	-0.3111	-0.0212404000000002	0.7787596	
-0.2949	56.4651	0.8125	0.0162	83.1655000000002	-0.2949	-0.1213855	0.6786145	
-0.2949	56.4651	0.8125	0.0	82.8706000000002	-0.2949	-0.0238906000000002	0.7761094	
-0.2741	56.532	-2.5983	0.0208	82.5965000000001	-0.2741	-0.1525765	0.6474235	
-0.2538	56.5827	-0.1609	0.0203	82.3427000000001	-0.2538	-0.1533827	0.6466173	
-0.2538	56.5827	-0.1609	0.0	82.0889000000002	-0.2538	-0.0313289000000002	0.7686711	
-0.2351	56.6436	-3.3982	0.0187	81.8538000000001	-0.2351	-0.1470338	0.6529662	
-0.2351	56.6436	-3.3982	0.0	81.6187000000001	-0.2351	-0.0345987000000001	0.7654013	
-0.2181	56.6815	-3.2395	0.017	81.4006000000001	-0.2181	-0.1397806	0.6602194	
-0.2181	56.6815	-3.2395	0.0	81.1825000000001	-0.2181	-0.0375625000000001	0.7624375	
-0.2028	56.7178	-3.0582	0.0153	80.9797000000001	-0.2028	-0.1322197	0.6677803	
-0.2028	56.7178	-3.0582	0.0	80.7769000000001	-0.2028	-0.0402169000000001	0.7597831	
-0.1895	56.7561	-2.8692	0.0133	80.5874000000001	-0.1895	-0.1224874	0.6775126	
-0.1774	56.7995	-0.5691	0.0121	80.4100000000001	-0.1774	-0.11753	0.68247	
-0.1774	56.7995	-0.5691	0.0	80.2326000000001	-0.1774	-0.0447526000000001	0.7552474	
-0.1672	56.8594	-2.5019	0.0102	80.0654000000001	-0.1672	-0.1078254	0.6921746	
-0.1672	56.8594	-2.5019	0.0	79.8982000000001	-0.1672	-0.0464582000000001	0.7535418	
-0.159	56.9077	-2.2593	0.00819999999999999	79.7392000000001	-0.159	-0.0971392	0.7028608	
-0.159	56.9077	-2.2593	0.0	79.5802000000001	-0.159	-0.0477802000000001	0.7522198	
-0.1526	56.9564	-1.9921	0.00639999999999999	79.4276000000001	-0.1526	-0.0873076000000001	0.7126924	
-0.1526	56.9564	-1.9921	0.0	79.2750000000001	-0.1526	-0.0487550000000001	0.751245	
-0.1481	57.0076	-1.7464	0.0045	79.1269000000001	-0.1481	-0.0765069000000001	0.7234931	
-0.1453	57.0618	-0.7825	0.0028	78.9816000000001	-0.1453	-0.0667216000000001	0.7332784	
-0.1453	57.0618	-0.7825	0.0	78.8363000000001	-0.1453	-0.0497763000000001	0.7502237	
-0.1442	57.1237	-1.2317	0.00110000000000002	78.6921000000001	-0.1442	-0.0564521000000002	0.7435479	
-0.1442	57.1237	-1.2317	0.0	78.5479000000001	-0.1442	-0.0497079000000001	0.7502921	
-0.1448	57.1836	-0.975	-0.000600000000000017	78.4031000000001	-0.1448	-0.0458431	0.7541569	
-0.1448	57.1836	-0.975	0.0	78.2583000000001	-0.1448	-0.0492983000000001	0.7507017	
-0.1471	57.2452	-0.7097	-0.0023	78.1112000000001	-0.1471	-0.0348912000000001	0.7651088	
-0.1471	57.2452	-0.7097	0.0	77.9641000000001	-0.1471	-0.0485441000000001	0.7514559	
-0.1509	57.3091	-0.4359	-0.0038	77.8132000000001	-0.1509	-0.0248332000000001	0.7751668	
-0.1568	57.3754	-0.7773	-0.00589999999999999	77.6564000000001	-0.1568	-0.0108964000000002	0.7891036	
-0.1568	57.3754	-0.7773	0.0	77.4996000000001	-0.1568	-0.0461396000000001	0.7538604	
-0.1296	57.4395	0.1639	0.0272	77.3700000000001	-0.1296	-0.21465	0.58535	
-0.1296	57.4395	0.1639	0.0	77.2404000000001	-0.1296	-0.0513204000000001	0.7486796	
-0.1	57.4986	-4.9299	0.0296	77.1404000000001	-0.1	-0.2347404	0.5652596	
-0.1	57.4986	-4.9299	0.0	77.0404000000001	-0.1	-0.0570404000000001	0.7429596	
-0.0734	57.5156	-5.4322	0.0266	76.9670000000001	-0.0734	-0.221887	0.578113	
-0.0734	57.5156	-5.4322	0.0	76.8936000000001	-0.0734	-0.0622136000000001	0.7377864	
-0.0504	57.5237	-5.1108	0.023	76.8432000000001	-0.0504	-0.2047632	0.5952368	
-0.0298	57.543	-1.119	0.0206	76.8134000000001	-0.0298	-0.1944534	0.6055466	
-0.0298	57.543	-1.119	0.0	76.7836000000001	-0.0298	-0.0708236000000001	0.7291764	
-0.0129	57.5882	-4.425	0.0169	76.7707000000001	-0.0129	-0.1755907	0.6244093	
-0.0129	57.5882	-4.425	0.0	76.7578000000001	-0.0129	-0.0741778000000001	0.7258222	
0.0005	57.6143	-3.9534	0.0134	76.7583000000001	0.0005	-0.1572583	0.6427417	
0.0005	57.6143	-3.9534	0.0	76.7588000000001	0.0005	-0.0768588000000001	0.7231412	
0.0102	57.6425	-3.4951	0.0097	76.7690000000001	0.0102	-0.137009	0.662991	
0.0102	57.6425	-3.4951	0.0	76.7792000000001	0.0102	-0.0788192000000001	0.7211808	
0.0165	57.6757	-2.9889	0.0063	76.7957000000001	0.0165	-0.1178957	0.6821043	
0.0196	57.7158	-1.5341	0.0031	76.8153000000001	0.0196	-0.0993353000000001	0.7006647	
0.0196	57.7158	-1.5341	0.0	76.8349000000001	0.0196	-0.0807549000000001	0.7192451	
0.0194	57.7677	-2.0471	-0.000199999999999999	76.8543000000001	0.0194	-0.0795343000000001	0.7204657	
0.0194	57.7677	-2.0471	0.0	76.8737000000001	0.0194	-0.0807537000000001	0.7192463	
0.0161	57.8182	-1.552	-0.0033	76.8898000000001	0.0161	-0.0603098000000001	0.7396902	
0.0161	57.8182	-1.552	0.0	76.9059000000001	0.0161	-0.0801259000000001	0.7198741	
0.0098	57.8725	-1.0714	-0.0063	76.9157000000001	0.0098	-0.0410757000000001	0.7589243	
0.0098	57.8725	-1.0714	0.0	76.9255000000001	0.0098	-0.0788855000000001	0.7211145	
0.0007	57.9314	-0.5906	-0.0091	76.9262000000001	0.0007	-0.0224662000000001	0.7775338	
-0.0114	57.9939	-1.5358	-0.0121	76.9148000000001	-0.0114	-0.00203480000000011	0.7979652	
-0.0114	57.9939	-1.5358	0.0	76.9034000000001	-0.0114	-0.0746234000000001	0.7253766	
-0.0259	58.0503	0.3855	-0.0145	76.8775000000001	-0.0259	0.0153024999999999	0.7846975	
-0.0259	58.0503	0.3855	0.0	76.8516000000001	-0.0259	-0.0716716000000001	0.7283284	
-0.0425	58.1197	0.8189	-0.0166	76.8091000000001	-0.0425	0.0312908999999999	0.7687091	
-0.0425	58.1197	0.8189	0.0	76.7666000000001	-0.0425	-0.0682666000000001	0.7317334	
-0.061	58.1885	1.2186	-0.0185	76.7056000000001	-0.061	0.0464943999999999	0.7535056	
-0.061	58.1885	1.2186	0.0	76.6446000000001	-0.061	-0.0644446000000001	0.7355554	
-0.081	58.254	1.5987	-0.02	76.5636000000001	-0.081	0.0596363999999999	0.7403636	
-0.1032	58.3157	-1.1748	-0.0222	76.4604000000001	-0.1032	0.0773795999999999	0.7226204	
-0.1032	58.3157	-1.1748	0.0	76.3572000000001	-0.1032	-0.0557172000000001	0.7442828	
-0.1264	58.372	2.3708	-0.0232	76.2308000000001	-0.1264	0.0882492	0.7117508	
-0.1264	58.372	2.3708	0.0	76.1044000000001	-0.1264	-0.0508244000000001	0.7491756	
-0.1504	58.4239	2.6426	-0.024	75.9540000000001	-0.1504	0.0981259999999999	0.701874	
-0.1504	58.4239	2.6426	0.0	75.8036000000001	-0.1504	-0.0457236000000001	0.7542764	
-0.1747	58.4725	2.8895	-0.0243	75.6289000000001	-0.1747	0.1051111	0.6948889	
-0.1747	58.4725	2.8895	0.0	75.4542000000001	-0.1747	-0.0405142000000001	0.7594858	
-0.1991	58.5184	3.0641	-0.0244	75.2551000000001	-0.1991	0.1109649	0.6890351	
-0.2245	58.5645	-0.5765	-0.0254	75.0306000000001	-0.2245	0.1222694	0.6777306	
-0.2245	58.5645	-0.5765	0.0	74.8061000000001	-0.2245	-0.0299061000000001	0.7700939	
-0.2496	58.62	3.4931	-0.0251	74.5565000000001	-0.2496	0.1259635	0.6740365	
-0.2753	58.6647	-0.3113	-0.0257	74.2812000000001	-0.2753	0.1349788	0.6650212	
-0.3003	58.7217	3.5854	-0.025	73.9809000000001	-0.3003	0.1360791	0.6639209	
-0.3003	58.7217	3.5854	0.0	73.6806000000001	-0.3003	-0.0136206000000001	0.7863794	
-0.3243	58.7621	3.8383	-0.024	73.3563000000001	-0.3243	0.1355037	0.6644963	
-0.3482	58.8014	0.0958	-0.0239	73.0081000000001	-0.3482	0.1400319	0.6599681	
-0.3482	58.8014	0.0958	0.0	72.6599000000001	-0.3482	-0.00301990000000008	0.7969801	
-0.3698	58.8595	3.9371	-0.0216	72.2901000000001	-0.3698	0.1312699	0.6687301	
-0.3698	58.8595	3.9371	0.0	71.9203000000001	-0.3698	0.00203969999999992	0.7979603	
-0.3841	58.8981	3.7181	-0.0143	71.5362000000001	-0.3841	0.0910837999999998	0.7089162	
-0.3841	58.8981	3.7181	0.0	71.1521000000001	-0.3841	0.00566789999999992	0.7943321	
-0.3763	58.9369	2.7134	0.00779999999999997	70.7758000000001	-0.3763	-0.0423157999999999	0.7576842	
-0.3763	58.9369	2.7134	0.0	70.3995000000001	-0.3763	0.00486049999999993	0.7951395	
-0.3638	58.9834	-0.6216	0.0125	70.0357000000001	-0.3638	-0.0722757000000001	0.7277243	
-0.3506	59.0415	0.5578	0.0132	69.6851000000001	-0.3506	-0.0787651	0.7212349	
-0.3506	59.0415	0.5578	0.0	69.3345000000001	-0.3506	0.000785499999999925	0.7992145	
-0.3371	59.1066	-1.5328	0.0135	68.9974000000001	-0.3371	-0.0825774000000001	0.7174226	
-0.3371	59.1066	-1.5328	0.0	68.6603000000001	-0.3371	-0.00124030000000006	0.7987597	
-0.3237	59.159	-1.6281	0.0134	68.3366000000001	-0.3237	-0.0839966000000002	0.7160034	
-0.3237	59.159	-1.6281	0.0	68.0129000000001	-0.3237	-0.00327290000000005	0.7967271	
-0.3105	59.2085	-1.6636	0.0132	67.7024000000001	-0.3105	-0.0848024	0.7151976	
-0.3105	59.2085	-1.6636	0.0	67.3919	-0.3105	-0.00529190000000004	0.7947081	
-0.2975	59.2572	-1.6837	0.013	67.0944	-0.2975	-0.0855944000000001	0.7144056	
-0.2975	59.2572	-1.6837	0.0	66.7969000000001	-0.2975	-0.00729690000000005	0.7927031	
-0.285	59.3057	-1.7035	0.0125	66.5119000000001	-0.285	-0.0845119000000001	0.7154881	
-0.2723	59.3557	0.2539	0.0127	66.2396000000001	-0.2723	-0.0879796	0.7120204	
-0.2723	59.3557	0.2539	0.0	65.9673000000001	-0.2723	-0.0115073	0.7884927	
-0.2602	59.4191	-1.7632	0.0121	65.7071000000001	-0.2602	-0.0862671000000001	0.7137329	
-0.2602	59.4191	-1.7632	0.0	65.4469000000001	-0.2602	-0.0134069000000001	0.7865931	
-0.2488	59.4702	-1.7203	0.0114	65.1981000000001	-0.2488	-0.0838381	0.7161619	
-0.2488	59.4702	-1.7203	0.0	64.9493000000001	-0.2488	-0.0151893000000001	0.7848107	
-0.238	59.5193	-1.6596	0.0108	64.7113000000001	-0.238	-0.0819113000000001	0.7180887	
-0.238	59.5193	-1.6596	0.0	64.4733000000001	-0.238	-0.0168733	0.7831267	
-0.2281	59.5684	-1.6115	0.00989999999999999	64.2452000000001	-0.2281	-0.0780252	0.7219748	
-0.2186	59.619	0.0145	0.00950000000000001	64.0266000000001	-0.2186	-0.0773066000000001	0.7226934	
-0.2186	59.619	0.0145	0.0	63.8080000000001	-0.2186	-0.0200880000000001	0.779912	
-0.2099	59.6811	-1.4963	0.00869999999999999	63.5981000000001	-0.2099	-0.0738181	0.7261819	
-0.2099	59.6811	-1.4963	0.0	63.3882000000001	-0.2099	-0.0214082000000001	0.7785918	
-0.2021	59.7343	-1.4091	0.0078	63.1861000000001	-0.2021	-0.0695661000000001	0.7304339	
-0.2021	59.7343	-1.4091	0.0	62.9840000000001	-0.2021	-0.022564	0.777436	
-0.1953	59.7865	-1.3028	0.0068	62.7887000000001	-0.1953	-0.0645287	0.7354713	
-0.1961	59.8398	-0.1278	-0.000799999999999995	62.5926000000001	-0.1961	-0.0185726000000001	0.7814274	
-0.1961	59.8398	-0.1278	0.0	62.3965000000001	-0.1961	-0.0231765000000001	0.7768235	
-0.1666	59.9019	-0.028	0.0295	62.2299000000001	-0.1666	-0.2059099	0.5940901	
-0.1666	59.9019	-0.028	0.0	62.0633	-0.1666	-0.0287433	0.7712567	
